SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
1702020.295927,0.0,0.0,0.0,0.0,0.0
500013.5,0.0,0.0,0.0,0.0,0.0
495834.0,0.0,0.0,0.0,0.0,0.0
1491621.697695984,0.0,0.0,0.0,0.0,0.0
1401894.474063164,0.0,0.0,0.0,0.0,0.0
223621.38172982598,0.0,0.0,0.0,0.0,0.0
1600570.5,0.0,0.0,0.0,0.0,0.0
793121.0,0.0,0.0,0.0,0.0,0.0
248206.5,0.0,0.0,0.0,0.0,0.0
1159927.5,0.0,0.0,0.0,0.0,0.0
304609.5,0.0,0.0,0.0,0.0,0.0
1479624.0,0.0,0.0,0.0,0.0,0.0
1226306.0,0.0,0.0,0.0,0.0,0.0
387064.5,0.0,0.0,0.0,0.0,0.0
245473.0,0.0,0.0,0.0,0.0,0.0
719763.5,0.0,0.0,0.0,0.0,0.0
962279.0,0.0,0.0,0.0,0.0,0.0
299549.0,0.0,0.0,0.0,0.0,0.0
476956.5,0.0,0.0,0.0,0.0,0.0
242554.0,0.0,0.0,0.0,0.0,0.0
1423271.0,0.0,0.0,0.0,0.0,0.0
886846.0,0.0,0.0,0.0,0.0,0.0
1041153.0,0.0,0.0,0.0,0.0,0.0
705672.5,0.0,0.0,0.0,0.0,0.0
346897.0,0.0,0.0,0.0,0.0,0.0
421061.5,0.0,0.0,0.0,0.0,0.0
680540.5655735,0.0,0.0,0.0,0.0,0.0
873208.0,0.0,0.0,0.0,0.0,0.0
408853.5,0.0,0.0,0.0,0.0,0.0
258906.5,0.0,0.0,0.0,0.0,0.0
1642275.0,0.0,0.0,0.0,0.0,0.0
903479.0,0.0,0.0,0.0,0.0,0.0
684913.0,0.0,0.0,0.0,0.0,0.0
695543.0,0.0,0.0,0.0,0.0,0.0
858224.0,0.0,0.0,0.0,0.0,0.0
1483807.0,0.0,0.0,0.0,0.0,0.0
402673.0,0.0,0.0,0.0,0.0,0.0
214562.5,0.0,0.0,0.0,0.0,0.0
487190.0,0.0,0.0,0.0,0.0,0.0
254151.5,0.0,0.0,0.0,0.0,0.0
1636798.5,0.0,0.0,0.0,0.0,0.0
1118291.5,0.0,0.0,0.0,0.0,0.0
905179.0,0.0,0.0,0.0,0.0,0.0
748718.0,0.0,0.0,0.0,0.0,0.0
958011.075694336,0.0,0.0,0.0,0.0,0.0
240487.0,0.0,0.0,0.0,0.0,0.0
1502813.0,0.0,0.0,0.0,0.0,0.0
700162.5,0.0,0.0,0.0,0.0,0.0
1042076.5,0.0,0.0,0.0,0.0,0.0
1362206.0,0.0,0.0,0.0,0.0,0.0
1361789.5,0.0,0.0,0.0,0.0,0.0
754271.0,0.0,0.0,0.0,0.0,0.0

267249.5,0.0,0.0,0.0,0.0,0.0
1293133.5,0.0,0.0,0.0,0.0,0.0
1600452.5,0.0,0.0,0.0,0.0,0.0
1492133.767505984,0.0,0.0,0.0,0.0,0.0
255955.87824,0.0,0.0,0.0,0.0,0.0
1553589.5,0.0,0.0,0.0,0.0,0.0
